event_id,event_class,terminal_label,anchor_date,profile,bucket,bucket_start,bucket_end,total_rows,data_insufficient_rows,classified_rows,normal_bull_count,normal_bull_fraction,btc_leadership_maturing_count,btc_leadership_maturing_fraction,late_bull_rotation_count,late_bull_rotation_fraction,exhaustion_watch_count,exhaustion_watch_fraction,de_risk_1_count,de_risk_1_fraction,de_risk_2_count,de_risk_2_fraction,flat_count,flat_fraction,de_risk_1_or_worse_fraction,de_risk_2_or_worse_fraction
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,CONSERVATIVE,early_warning,2025-07-16,2025-07-29,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,CONSERVATIVE,target_lead,2025-07-30,2025-08-06,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,CONSERVATIVE,near_event,2025-08-07,2025-08-13,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,CONSERVATIVE,immediate_after,2025-08-14,2025-09-10,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,CONSERVATIVE,medium_after,2025-09-11,2025-11-11,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,EARLY,early_warning,2025-09-08,2025-09-21,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,EARLY,target_lead,2025-09-22,2025-09-29,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,EARLY,near_event,2025-09-30,2025-10-06,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,EARLY,immediate_after,2025-10-07,2025-11-03,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,EARLY,medium_after,2025-11-04,2026-01-04,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,BALANCED,early_warning,2025-09-08,2025-09-21,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,BALANCED,target_lead,2025-09-22,2025-09-29,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,BALANCED,near_event,2025-09-30,2025-10-06,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,BALANCED,immediate_after,2025-10-07,2025-11-03,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,BALANCED,medium_after,2025-11-04,2026-01-04,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,CONSERVATIVE,early_warning,2025-09-08,2025-09-21,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,CONSERVATIVE,target_lead,2025-09-22,2025-09-29,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,CONSERVATIVE,near_event,2025-09-30,2025-10-06,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,CONSERVATIVE,immediate_after,2025-10-07,2025-11-03,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,CONSERVATIVE,medium_after,2025-11-04,2026-01-04,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,EARLY,early_warning,2025-09-08,2025-09-21,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,EARLY,target_lead,2025-09-22,2025-09-29,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,EARLY,near_event,2025-09-30,2025-10-06,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,EARLY,immediate_after,2025-10-07,2025-11-03,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,EARLY,medium_after,2025-11-04,2026-01-04,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,BALANCED,early_warning,2025-09-08,2025-09-21,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,BALANCED,target_lead,2025-09-22,2025-09-29,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,BALANCED,near_event,2025-09-30,2025-10-06,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,BALANCED,immediate_after,2025-10-07,2025-11-03,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,BALANCED,medium_after,2025-11-04,2026-01-04,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,CONSERVATIVE,early_warning,2025-09-08,2025-09-21,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,CONSERVATIVE,target_lead,2025-09-22,2025-09-29,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,CONSERVATIVE,near_event,2025-09-30,2025-10-06,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,CONSERVATIVE,immediate_after,2025-10-07,2025-11-03,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,CONSERVATIVE,medium_after,2025-11-04,2026-01-04,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,1
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,EARLY,early_warning,2021-01-31,2021-02-13,14,0,14,3,0.214285714286,6,0.428571428571,5,0.357142857143,0,0,0,0,0,0,0,0,0,0
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,EARLY,target_lead,2021-02-14,2021-02-21,8,0,8,0,0,5,0.625,0,0,3,0.375,0,0,0,0,0,0,0,0
