date,carry_0031_return,rf_daily_return,carry_0031_excess_return,stack_0033_brrk_return,stack_0033_carry_scale,stack_0033_scaled_carry_net,stack_0033_scaled_idle_cash_return,stack_0033_combined_return,stack_0033_brrk_plus_idle_cash_return,stack_0033_incremental_sleeve_excess_return
2020-10-14,-0.0002004113784608098,3.287671232876712e-06,-0.00020369904969368653,,,,,,,
2020-10-15,-0.00012484177879912864,3.0136986301369864e-06,-0.00012785547742926562,,,,,,,
2020-10-16,-4.011998710165603e-05,3.0136986301369864e-06,-4.313368573179301e-05,,,,,,,
2020-10-17,0.00014753351494168368,3.0136986301369864e-06,0.0001445198163115467,,,,,,,
2020-10-18,4.062585150591291e-05,3.0136986301369864e-06,3.761215287577593e-05,,,,,,,
2020-10-19,0.0001240289532434222,3.0136986301369864e-06,0.00012101525461328521,,,,,,,
2020-10-20,-0.000288587426858775,2.7397260273972604e-06,-0.0002913271528861722,,,,,,,
2020-10-21,4.4849053234099566e-05,2.7397260273972604e-06,4.2109327206702305e-05,,,,,,,
2020-10-22,0.0006148054457475455,2.465753424657534e-06,0.000612339692322888,,,,,,,
2020-10-23,0.00015773772802790578,2.7397260273972604e-06,0.00015499800200050853,,,,,,,
2020-10-24,0.0005866120759910649,2.7397260273972604e-06,0.0005838723499636677,,,,,,,
2020-10-25,0.0002825078235061595,2.7397260273972604e-06,0.00027976809747876227,,,,,,,
2020-10-26,0.0003905239384458874,3.0136986301369864e-06,0.0003875102398157504,,,,,,,
2020-10-27,-2.349512394547323e-06,2.7397260273972604e-06,-5.089238421944583e-06,,,,,,,
2020-10-28,-2.2166655630774925e-05,2.7397260273972604e-06,-2.4906381658172187e-05,,,,,,,
2020-10-29,0.0002300280570190402,2.465753424657534e-06,0.00022756230359438265,,,,,,,
2020-10-30,-0.00016050313637760923,2.465753424657534e-06,-0.00016296888980226677,,,,,,,
2020-10-31,-6.666835863651174e-06,2.465753424657534e-06,-9.132589288308708e-06,,,,,,,
2020-11-01,-0.00018562192260012514,2.465753424657534e-06,-0.00018808767602478268,,,,,,,
2020-11-02,2.884508119302472e-05,2.465753424657534e-06,2.637932776836719e-05,,,,,,,
2020-11-03,3.7068591284166545e-05,2.7397260273972604e-06,3.432886525676928e-05,,,,,,,
2020-11-04,0.00029468163732297595,2.7397260273972604e-06,0.0002919419112955787,,,,,,,
2020-11-05,-0.0001075677818070595,2.7397260273972604e-06,-0.00011030750783445676,,,,,,,
2020-11-06,0.00039528211584637454,2.7397260273972604e-06,0.0003925423898189773,,,,,,,
2020-11-07,0.0002443318552979914,2.7397260273972604e-06,0.00024159212927059418,,,,,,,
2020-11-08,0.000574991017513327,2.7397260273972604e-06,0.0005722512914859298,,,,,,,
2020-11-09,-9.97589844745419e-05,3.0136986301369864e-06,-0.00010277268310467889,,,,,,,
2020-11-10,0.0007225422762102041,2.7397260273972604e-06,0.0007198025501828068,,,,,,,
2020-11-11,0.00031102185032168945,2.7397260273972604e-06,0.0003082821242942922,,,,,,,
2020-11-12,0.0003095541073983044,2.7397260273972604e-06,0.00030681438137090716,,,,,,,
2020-11-13,-1.3469368486539326e-05,2.465753424657534e-06,-1.593512191119686e-05,,,,,,,
2020-11-14,0.0005124922231999722,2.465753424657534e-06,0.0005100264697753147,,,,,,,
2020-11-15,0.00011295315394025063,2.465753424657534e-06,0.00011048740051559309,,,,,,,
2020-11-16,-5.837082651488855e-06,2.465753424657534e-06,-8.30283607614639e-06,,,,,,,
2020-11-17,0.0006346675697243761,2.465753424657534e-06,0.0006322018162997186,,,,,,,
2020-11-18,0.0006701155981721371,2.465753424657534e-06,0.0006676498447474796,,,,,,,
2020-11-19,0.0006000674744216796,1.9178082191780823e-06,0.0005981496662025016,,,,,,,
2020-11-20,0.00015024120420493675,1.9178082191780823e-06,0.00014832339598575865,,,,,,,
2020-11-21,-0.00027060745850065137,1.9178082191780823e-06,-0.00027252526671982946,,,,,,,
2020-11-22,0.0021744658278043906,1.9178082191780823e-06,0.0021725480195852126,,,,,,,
2020-11-23,0.0008737008624128789,2.191780821917808e-06,0.0008715090815909611,,,,,,,
2020-11-24,0.0011276490793719071,2.465753424657534e-06,0.0011251833259472495,,,,,,,
2020-11-25,0.001114011277533419,2.465753424657534e-06,0.0011115455241087614,,,,,,,
2020-11-26,-0.0002762419880671329,2.465753424657534e-06,-0.0002787077414917904,,,,,,,
2020-11-27,-0.0005826645645518725,2.465753424657534e-06,-0.00058513031797653,,,,,,,
2020-11-28,0.00018549032427170613,2.465753424657534e-06,0.0001830245708470486,,,,,,,
2020-11-29,-0.00040065372268197313,2.465753424657534e-06,-0.00040311947610663064,,,,,,,
2020-11-30,6.354094662491748e-05,2.191780821917808e-06,6.134916580299968e-05,,,,,,,
2020-12-01,3.782750246203604e-05,2.465753424657534e-06,3.5361749037378505e-05,,,,,,,
2020-12-02,0.00048429647158553955,2.465753424657534e-06,0.00048183071816088204,,,,,,,
2020-12-03,5.0650969160371745e-05,2.191780821917808e-06,4.8459188338453934e-05,,,,,,,
2020-12-04,0.0004290547168577629,2.465753424657534e-06,0.00042658896343310536,,,,,,,
2020-12-05,-7.60856559522432e-05,2.465753424657534e-06,-7.855140937690073e-05,,,,,,,
2020-12-06,-0.00015729325809866264,2.465753424657534e-06,-0.00015975901152332018,,,,,,,
2020-12-07,7.739151908412473e-05,2.191780821917808e-06,7.519973826220692e-05,,,,,,,
2020-12-08,0.0004531952712002303,2.465753424657534e-06,0.00045072951777557277,,,,,,,
2020-12-09,0.00016910580047775823,2.191780821917808e-06,0.00016691401965584043,,,,,,,
