date,PIT_ALPHA_0018_ELIGIBILITY_EXIT,PIT_ALPHA_0016_DAILY_TOP2,BTC_DYNAMIC_GROSS_1_0,FIXED_V1_GROSS_1_0
2022-08-18,8640.3671638052,7560.4993611620,5349.7469439255,10121.7019069997
2022-08-19,8356.0999113271,7311.7596560064,5173.7407816441,9788.6988832903
2022-08-20,8377.5684281270,7330.5450507095,5187.0331718822,9813.8480376394
2022-08-21,8404.3564268683,7353.9851017548,5203.6191585287,9845.2286645044
2022-08-22,8396.2158187387,7346.8619018495,5198.5788410703,9835.6924020670
2022-08-23,8405.3466582723,7354.8515746437,5204.2322675931,9846.3886646410
2022-08-24,8394.0295461631,7344.9488682830,5197.2251943087,9833.1313072804
2022-08-25,8407.5322239322,7356.7639896444,5205.5854766626,9848.9489313158
2022-08-26,8315.0147551002,7275.8092974722,5148.3026046780,9740.5699442943
2022-08-27,8299.9708638324,7262.6455825324,5138.9880686393,9722.9468757316
2022-08-28,8264.0338987169,7231.1999973336,5116.7374321032,9680.8487517230
2022-08-29,8319.5715453269,7279.7965828439,5151.1239748961,9745.9079665626
2022-08-30,8284.5749900712,7249.1738756558,5129.4556000484,9704.9114795667
2022-08-31,8302.5163454666,7264.8729314291,5140.5641223342,9725.9287636332
2022-09-01,8308.5865762001,7270.1845084388,5144.3225503847,9733.0396959381
2022-09-02,8295.2442757989,7258.5097205799,5136.0615668590,9717.4099449270
2022-09-03,8286.2667894594,7250.6542349914,5130.5030900954,9706.8933269546
2022-09-04,8298.9319057075,7261.7364727584,5138.3447900670,9721.7297949948
2022-09-05,8283.7356274819,7248.4394160895,5128.9359025214,9703.9282137217
2022-09-06,8207.9476838465,7182.1234032886,5082.0112392330,9615.1469201633
2022-09-07,8247.4360219976,7216.6765130935,5106.4607345311,9661.4052770122
2022-09-08,8249.5082219108,7218.4897307291,5107.7437523638,9663.8327421205
2022-09-09,8406.3281161947,7355.7103705553,5204.8399444917,9847.5383871396
2022-09-10,8440.5557650227,7385.6602687706,5226.0322452636,9887.6341437026
2022-09-11,8461.8853972331,7404.3241365951,5239.2386440855,9912.6206026027
2022-09-12,8529.4648121314,7463.4575175591,5281.0809363713,9991.7860685698
2022-09-13,8270.1308688830,7236.5349718980,5120.5124160703,9687.9910077624
2022-09-14,8273.5293310778,7239.5086963666,5122.6165989593,9691.9721141928
2022-09-15,8234.8875869786,7205.6963738070,5098.6912786015,9646.7054944388
2022-09-16,8242.5179661014,7212.3731128147,5103.4156840139,9655.6440524254
2022-09-17,8265.7669837673,7232.7164824746,5117.8104844720,9682.8789629314
2022-09-18,8214.1761823836,7187.5734678887,5085.8676599594,9622.4432542572
2022-09-19,8223.3782081671,7195.6254301189,5091.5651619729,9633.2229075006
2022-09-20,8173.2207454913,7151.7366164459,5060.5097996743,9574.4662741317
2022-09-21,8140.9802800476,7123.5255446512,5040.5478781254,9536.6983906174
2022-09-22,8215.6145169091,7188.8320402451,5086.7582153706,9624.1281818805
2022-09-23,8207.0991127040,7181.3808860484,5081.4858401625,9614.1528670185
2022-09-24,8178.8086122827,7156.6261150640,5063.9695685387,9581.0121443345
2022-09-25,8170.0068560163,7148.9243969115,5058.5198963437,9570.7013842131
2022-09-26,8202.8822263686,7177.6910235877,5078.8749239413,9609.2130229526
2022-09-27,8191.4642091164,7167.7000231470,5071.8053744948,9595.8374609185
2022-09-28,8217.2522688733,7190.2651069706,5087.7722415571,9626.0467157651
2022-09-29,8230.8670525794,7202.1783233376,5096.2019351272,9641.9956655712
2022-09-30,8218.0944372919,7191.0020216954,5088.2936763339,9627.0332684806
2022-10-01,8209.5902333524,7183.5606679621,5083.0282358528,9617.0710740970
2022-10-02,8190.1419864042,7166.5430510206,5070.9867105677,9594.2885517236
2022-10-03,8234.4133122341,7205.2813736300,5098.3976279017,9646.1499083747
2022-10-04,8287.9303622622,7252.1098954830,5131.5331034443,9708.8421084926
2022-10-05,8274.7592092255,7240.5848650957,5123.3780870694,9693.4128469484
2022-10-06,8260.1596485001,7227.8099485390,5114.3386615574,9676.3102865093
2022-10-07,8228.0866410579,7199.7454059472,5094.4804228630,9638.7385705814
2022-10-08,8219.5833129160,7192.3048185548,5089.2155246384,9628.7774021451
2022-10-09,8221.1879509121,7193.7089098757,5090.2090480678,9630.6571448872
2022-10-10,8197.8058658974,7173.2491035429,5075.7318579810,9603.2663535012
2022-10-11,8192.2626683237,7168.3986914111,5072.2997463916,9596.7728107629
2022-10-12,8199.6534990418,7174.8658206271,5076.8758336455,9605.4307513290
2022-10-13,8216.5737253947,7189.6713674409,5087.3521163666,9625.2518404212
2022-10-14,8195.2043350078,7170.9727103924,5074.1211009770,9600.2188070639
2022-10-15,8181.1072642509,7158.6374829152,5065.3927958286,9583.7048852295
2022-10-16,8206.2030520080,7180.5968144701,5080.9310375854,9613.1031825452
2022-10-17,8243.1315534438,7212.9100143863,5103.7955911344,9656.3628353261
2022-10-18,8214.7938244547,7188.1139174316,5086.2500775951,9623.1667870436
2022-10-19,8181.1660831810,7158.6889506914,5065.4292140022,9583.7737882825
2022-10-20,8170.2915314917,7149.1734938201,5058.6961552602,9571.0348654470
2022-10-21,8186.0482816471,7162.9609749798,5068.4520631275,9589.4930079161
2022-10-22,8191.1698572358,7167.4424591845,5071.6231243608,9595.4926443229
2022-10-23,8246.1977069475,7215.5929619008,5105.6940226507,9659.9546609022
2022-10-24,8210.3112513488,7184.1915735703,5083.4746594538,9617.9157059385
2022-10-25,8298.4260197418,7261.2938121112,5138.0315670467,9721.1371781711
2022-10-26,8428.3774588683,7375.0039998696,5218.4919573457,9873.3679461799
2022-10-27,8317.7200659000,7278.1765001831,5149.9776177775,9743.7390630322
2022-10-28,8387.0259575648,7338.8205839035,5192.8888708644,9824.9269989764
2022-10-29,8437.5882006048,7383.0635887383,5224.1948559057,9884.1578096698
2022-10-30,8390.3502796828,7341.7294342767,5194.9471493789,9828.8212544962
2022-10-31,8354.9926853601,7310.7908104635,5173.0552345348,9787.4018306340
2022-11-01,8353.1471531023,7309.1759316984,5171.9125596497,9785.2398938762
2022-11-02,8267.1375704730,7233.9157740922,5118.6590933217,9684.4845278118
2022-11-03,8279.3025968849,7244.5604229448,5126.1911589893,9698.7351688665
2022-11-04,8489.6910588298,7428.6546636147,5256.4547241815,9945.1933639996
2022-11-05,8525.6940036101,7460.1579823802,5278.7462125129,9987.3687794573
2022-11-06,8423.1872292063,7370.4624419358,5215.2783884375,9867.2878854056
2022-11-07,8347.9945131357,7304.6672655228,5168.7222646782,9779.2038673061
2022-11-08,7857.7938764077,6875.7316045073,4865.2109313599,9204.9615202485
2022-11-09,7539.6157763409,6597.3192087508,4668.2086181264,8832.2338547273
2022-11-10,7682.2676936604,6722.1425767069,4756.5326030055,8999.3425152966
2022-11-11,7640.5630381777,6685.6501435547,4730.7108585140,8950.4878679271
2022-11-12,7619.7582568467,6667.4455310678,4717.8294249783,8926.1162421754
2022-11-13,7580.4171589958,6633.0212595606,4693.4710945962,8880.0303690185
2022-11-14,7604.6161339047,6654.1958613883,4708.4540680753,8908.3781007571
2022-11-15,7627.7692360784,6674.4553030156,4722.7894817502,8935.5006516837
2022-11-16,7608.4496057721,6657.5502282868,4710.8275904059,8912.8687964388
2022-11-17,7610.8988833039,6659.6933966109,4712.3440786224,8915.7379866705
2022-11-18,7611.5464172108,6660.2600021263,4712.7450040083,8916.4965360535
2022-11-19,7611.5652860450,6660.2765127451,4712.7566867859,8916.5186398265
2022-11-20,7577.0726263202,6630.0947245328,4691.4003025661,8876.1124379724
2022-11-21,7535.2740257530,6593.5200874955,4665.5203912839,8827.1477392449
2022-11-22,7573.5761592620,6627.0352437887,4689.2354392444,8872.0165243822
2022-11-23,7605.1786293450,6654.6880564926,4708.8023412686,8909.0370323816
2022-11-24,7604.8356359084,6654.3879301659,4708.5899743570,8908.6352349515
2022-11-25,7598.5013234046,6648.8452761640,4704.6680381341,8901.2149457747
2022-11-26,7593.2388930389,6644.2405411262,4701.4097656286,8895.0503059557
2022-11-27,7590.7650167791,6642.0758484081,4699.8780469286,8892.1522997042
2022-11-28,7572.8116861026,6626.3663140172,4688.7621100594,8871.1209872727
2022-11-29,7592.1170682632,6643.2589213248,4700.7151795594,8893.7361516200
2022-11-30,7652.0503800490,6695.7018044661,4737.8233308089,8963.9446398352
2022-12-01,7637.1023540841,6682.6219736422,4728.5681504783,8946.4338720580
2022-12-02,7646.4440041598,6690.7961100060,4734.3521019003,8957.3770872702
2022-12-03,7629.7322459542,6676.1729771179,4724.0048937674,8937.8002068330
2022-12-04,7647.6665359147,6691.8658504900,4735.1090414372,8958.8092141417
2022-12-05,7636.4523546933,6682.0532107776,4728.1656985698,8945.6724344999
2022-12-06,7646.3858392776,6690.7452145351,4734.3160886852,8957.3089503973
2022-12-07,7626.0639183711,6672.9631148722,4721.7336217364,8933.5029683489
2022-12-08,7657.6535378348,6700.6046830193,4741.2925672050,8970.5084225738
2022-12-09,7650.0078437537,6693.9145431075,4736.5586794235,8961.5519239791
2022-12-10,7649.5941070683,6693.5525149799,4736.3025113086,8961.0672548303
2022-12-11,7643.5051991880,6688.2245950818,4732.5325191651,8953.9344433034
2022-12-12,7660.8277811595,6703.3822113550,4743.2579233298,8974.2268692675
2022-12-13,7738.8537125887,6771.6565096043,4791.5682532379,9065.6298390686
2022-12-14,7743.1401235309,6775.4072075290,4794.2222161313,9070.6511272830
2022-12-15,7672.7365016061,6713.8025872051,4750.6312952719,8988.1772623665
2022-12-16,7556.7481172835,6612.3103602026,4678.8162331574,8852.3034240757
2022-12-17,7570.6032038906,6624.4338465610,4687.3947120379,8868.5338751519
2022-12-18,7566.8100910640,6621.1147946552,4685.0461783046,8864.0904578061
2022-12-19,7529.0224660231,6588.0498438764,4661.6496920502,8819.8243902667
2022-12-20,7587.0902364054,6638.8603398376,4697.6027796047,8887.8475021405
2022-12-21,7578.2524311931,6631.1270781144,4692.1307874394,8877.4945127159
2022-12-22,7577.8472732910,6630.7725565991,4691.8799309414,8877.0198931272
2022-12-23,7572.4781841491,6626.0744929337,4688.5556198694,8870.7303085787
2022-12-24,7579.6978141863,6632.3918180253,4693.0257069613,8879.1876972209
2022-12-25,7579.1966142094,6631.9532577149,4692.7153853055,8878.6005697683
2022-12-26,7590.1074028010,6641.5004226227,4699.4708803924,8891.3819420874
2022-12-27,7563.5759654846,6618.2848681123,4683.0437456410,8860.3018624346
2022-12-28,7543.5849064546,6600.7922794109,4670.6661342589,8836.8834663791
2022-12-29,7551.3597381685,6607.5954174132,4675.4799785566,8845.9912424138
2022-12-30,7548.9418453687,6605.4797113765,4673.9829224279,8843.1588176222
2022-12-31,7542.8798116521,6600.1753069255,4670.2295696207,8836.0574876595
2023-01-01,7549.8269844979,6606.2542263588,4674.5309628366,8844.1957080972
2023-01-02,7555.0521137433,6610.8263221474,4677.7661400787,8850.3166517613
2023-01-03,7555.2666138645,6611.0140141747,4677.8989494080,8850.5679265330
2023-01-04,7571.5315457027,6625.2461647813,4687.9695017057,8869.6213751287
2023-01-05,7569.1415582539,6623.1548765018,4686.4897233806,8866.8216398791
2023-01-06,7586.0008386934,6637.9070943852,4696.9282709907,8886.5713342775
2023-01-07,7584.9878656476,6637.0207220910,4696.3010812714,8885.3846935926
2023-01-08,7611.3584126132,6660.0954942282,4712.6285995775,8916.2762992905
2023-01-09,7622.1938273599,6669.5767054681,4719.3374263934,8928.9693754094
2023-01-10,7666.6510578468,6708.4776984842,4746.8634479644,8981.0485088615
2023-01-11,7769.5027360271,6798.4750368420,4810.5448217523,9101.5334381984
2023-01-12,8001.0961644029,7001.1240602098,4953.9375980311,9372.8320533150
2023-01-13,8287.2011930262,7251.4718573721,5237.7052918906,9758.6438552479
2023-01-14,8799.2838446329,7699.5547324324,5507.0567137269,10196.5170393139
2023-01-15,8681.1687450871,7596.2015857744,5485.1335247546,10161.0413101596
2023-01-16,8664.3413346307,7627.7740519595,5567.6936999601,10251.6227741489
2023-01-17,8718.5388637174,7635.4098098124,5554.3326962758,10210.5222113303
2023-01-18,8358.2223478979,7381.4456714694,5434.1414802055,9872.8234477837
2023-01-19,8520.5787878847,7532.0898472638,5537.7181673040,10109.7697462281
2023-01-20,9142.7773966235,8083.4583016098,5957.0550024509,10774.8546709806
2023-01-21,9061.0567543265,8011.2061428038,5987.6297303942,10680.4350684148
2023-01-22,9037.8345230859,7990.6745330139,5967.7432797885,10664.8634169699
2023-01-23,9142.4540061586,8083.1723804695,6022.5565083182,10710.0732982437
2023-01-24,8920.5291832136,7844.1231909996,5948.0355365491,10412.2627621022
2023-01-25,9243.9253889871,8138.7976247739,6060.5291956187,10603.9810657057
2023-01-26,9537.2692246359,8423.4210246122,6047.0499297066,10580.3966763070
2023-01-27,9520.6346271169,8443.8707315473,6064.0034770645,10610.0599432228
2023-01-28,9451.7738112020,8425.3621365612,6050.4532538158,10586.3514012576
2023-01-29,9945.0780201558,8742.3196996670,6239.5939767042,10917.2869647250
2023-01-30,9615.2696174639,8328.1541597445,5998.8252212863,10496.0189134944
2023-01-31,9992.9570027242,8653.5213874048,6077.3986453925,10633.4971888389
2023-02-01,10469.7225838419,9066.4039766753,6237.0605369812,10912.8542582753
2023-02-02,10493.2244255809,9087.0096265232,6173.0097144407,10800.7858748818
2023-02-03,10608.3141683284,9186.7725931147,6158.0193200632,10927.5059710121
2023-02-04,10482.2026477025,9139.9611614940,6130.4090319616,10892.9608183361
2023-02-05,10162.4595286004,8957.1623706309,6026.8822778037,10715.5421279800
2023-02-06,9962.2052690959,8873.9698635542,5982.1029422848,10622.0602123928
2023-02-07,10447.0704580233,9139.0535436088,6107.7079403358,10905.5282617844
2023-02-08,10124.3142393689,9011.7346640919,6034.7900787649,10767.3120579271
2023-02-09,9379.8753696852,8467.1312761720,5728.1886832420,10135.1724935493
2023-02-10,9346.8385368437,8420.9655046264,5683.2069879112,10032.6384641813
2023-02-11,9579.4099477214,8518.1430227244,5745.5863709664,10166.2893837267
2023-02-12,9380.0484594675,8437.7223977184,5724.8221518259,10128.2670733880
2023-02-13,9398.9338205103,8287.0699341500,5722.3071084494,9962.5060364275
2023-02-14,9855.2150029654,8599.3392583748,5834.2278527269,10171.9213013892
2023-02-15,10708.0226348299,9293.4870687767,6392.4807566686,11011.3976167806
2023-02-16,10253.2863641257,9092.8294762585,6180.5732409167,10670.0694477032
2023-02-17,10622.8295786836,9554.1244540047,6457.1097501002,11088.6165183296
2023-02-18,10580.9153923590,9502.4885472840,6473.3984009333,11095.2379328172
2023-02-19,10356.6780274168,9362.2923637548,6378.7386858059,10975.1884550174
2023-02-20,10402.0133911340,9425.8656201193,6528.6531417799,11180.9968001884
2023-02-21,10263.0874506637,9154.9240503661,6426.1486988795,10999.8567936149
2023-02-22,10210.9534903249,9154.3825502473,6355.2045024870,10878.4192052205
2023-02-23,10073.8527165002,9020.6435906104,6291.6030764119,10769.5504859489
2023-02-24,9704.5901456032,8655.9796312931,6093.2089912157,10429.9525979886
2023-02-25,9732.8310691921,8388.8634713113,6085.7926355121,10417.2577702631
2023-02-26,9953.6741944566,8399.4976437463,6190.3311887295,10596.1999592298
2023-02-27,9834.2117109260,8287.3236676266,6173.8375500349,10567.9672381791
2023-02-28,9639.6181269874,8073.8856719194,6081.7191587790,10410.2850619093
2023-03-01,10015.6113556200,8152.3540051316,6209.8102916619,10629.5430007257
2023-03-02,9823.9027517422,8034.6048141572,6166.8022615095,10555.9246960738
2023-03-03,9354.7308925987,7718.1449449580,5874.8312175820,10049.6174714559
2023-03-04,9217.9194896019,7602.5918879184,5872.7892231165,10041.0995813877
2023-03-05,9248.0621216825,7675.0938185828,5894.7781133264,10078.6954541313
2023-03-06,9225.0818633050,7675.2176773724,5889.4589411279,10069.6009105155
2023-03-07,9066.8581310227,7519.5272504928,5833.7337794199,9974.3238834265
2023-03-08,8672.5239905556,7058.7395253592,5704.2970851903,9753.0173309746
2023-03-09,8099.9603286717,6711.7269113808,5351.2922195544,9143.8524186406
2023-03-10,7936.7792134987,6609.5285783409,5295.7010883711,9061.7497678694
2023-03-11,7671.3933784520,6373.8158633462,5375.8671104774,9274.9571797599
2023-03-12,8806.2858479697,7293.1190280056,5780.9494051082,9965.7913401125
2023-03-13,9616.6625491750,7891.3909089615,6337.1419182378,10738.8162327689
2023-03-14,9992.6829151920,8113.8791507760,6483.5058793303,10981.4727804464
2023-03-15,9315.0055157984,7753.8943446843,6382.3916746181,10810.2100550893
2023-03-16,9633.6007882326,7964.9380778567,6569.8031409322,11127.6392291157
2023-03-17,10832.2391077931,9025.7437923185,7199.5757841081,12194.3200138056
2023-03-18,10505.2066485188,8589.5555288167,7071.4215780370,11977.2581414388
2023-03-19,10830.1575338615,8603.3386124770,7351.4087162208,12451.4878551255
2023-03-20,10364.2361132900,8114.2451405172,7284.1674415811,12337.5975863539
2023-03-21,10775.0063233083,8052.7118440939,7386.2566526596,12510.5117339620
2023-03-22,10416.2335121427,7874.3257355836,7161.6898224413,12130.1504634808
2023-03-23,10717.2271429571,8077.3471967812,7436.1738249612,12595.0592116860
2023-03-24,10121.6308094390,7584.6394069048,7215.1706298719,12220.7338672759
2023-03-25,9892.8282651425,7265.7105972013,7217.3992158523,12224.5085467068
2023-03-26,10146.0876244046,7720.6058776370,7350.1419963593,12449.3423415810
2023-03-27,9529.1015049800,7288.2313673831,7128.5606303789,12074.0377171299
2023-03-28,9495.4165267783,7262.4677720840,7164.3441524415,12134.6462491237
2023-03-29,10154.0105163971,7525.1451541928,7450.1524202793,12618.7355323143
2023-03-30,10063.7553780073,7278.2459132436,7366.0364397667,12476.2636401635
2023-03-31,10155.1723027081,7349.6443932336,7480.8375263019,12670.7085948555
2023-04-01,10083.2381493876,7295.7936281162,7477.5182997768,12665.0866371654
2023-04-02,9882.8398322342,7049.1495121891,7403.7069013741,12540.0681861094
2023-04-03,9701.6360633241,6918.4385226579,7305.9776244246,12374.5387002652
2023-04-04,9900.9870480258,6843.7022366975,7402.0249496908,12537.2193714446
2023-04-05,10031.9107461098,6890.9800492440,7403.2180841661,12539.2402493474
2023-04-06,9617.1373980404,6606.1511176748,7367.4266779550,12478.6183635349
2023-04-07,9640.9066896608,6549.5886259959,7333.9216748133,12421.8690851573
2023-04-08,9375.4193861785,6435.1070416464,7342.3445734774,12436.1354148459
2023-04-09,9488.7466594166,6511.3776717755,7443.6243453084,12607.6785703966
2023-04-10,10135.1724415968,6966.9944920490,7788.8396722110,13192.3888778028
2023-04-11,10269.4103306657,7068.4614777313,7936.8198837492,13443.0311530311
2023-04-12,10095.0062411165,6993.9422771160,7854.7327574546,13303.9956435696
2023-04-13,10277.2467892455,7044.3482266535,7982.3955182681,13520.2251279016
2023-04-14,10907.8251716815,7457.0227599731,8006.8600311119,13561.6620274558
2023-04-15,10909.1656326216,7471.4032745218,7961.6996284148,13485.1713537057
2023-04-16,11402.0589324131,7690.5308633945,7964.2120437417,13489.4267706112
2023-04-17,11026.4041263370,7486.1631173128,7734.4206511070,13145.8714415564
2023-04-18,11097.7745066305,7554.8045544077,7984.0170248128,13451.4773147640
2023-04-19,10414.5150749876,7075.9613843704,7568.0204405870,12743.8802480092
2023-04-20,10171.2081350898,6877.0592160861,7422.5710407223,12498.9562618001
2023-04-21,9529.7171050761,6388.1113317652,7164.8093172039,12064.9082088347
2023-04-22,9813.1630467136,6683.2064762799,7310.4058878409,12310.0800176696
2023-04-23,9399.5310946228,6383.3561312588,7250.9462677860,12209.9552514219
2023-04-24,9481.5937747705,6445.7929607461,7230.0085973782,12174.6980574906
2023-04-25,10320.8767497590,7065.5708904240,7437.5877155950,12524.2430204450
2023-04-26,10397.0460290558,7316.1070700046,7467.6788824294,12574.9138966234
2023-04-27,10885.4490698990,7616.8590679136,7745.5898615041,13042.8915223102
2023-04-28,10684.0658951247,7496.1590112293,7703.2598681240,12971.6115395499
2023-04-29,10490.6846948986,7411.4066110461,7681.9069658944,12935.6551317813
2023-04-30,10314.9968408223,7351.2732294644,7682.6323075578,12936.8765432945
2023-05-01,10046.1265403713,7082.6003270108,7376.4776804508,12421.3391004645
2023-05-02,10193.6101242231,7046.2956510835,7534.5811386830,12687.5714070927
2023-05-03,10536.7700449401,7292.0675491610,7628.2185425529,12845.2485527902
2023-05-04,10241.7978729551,7091.0775963550,7578.8112118553,12762.0509569689
2023-05-05,10306.1998720264,7135.7422562868,7754.2203760791,13057.4245491547
2023-05-06,9845.2494826250,6836.8634794258,7581.4497735585,12766.4940626181
2023-05-07,9531.3214503193,6617.2868340992,7471.5710237466,12581.4679199963
2023-05-08,8934.7928857991,6164.8300621279,7271.4949868671,12244.5574855563
2023-05-09,8671.8335801323,6091.2214544149,7260.8461302720,12226.6257484144
2023-05-10,8897.5381934705,6251.1562818961,7253.0881281327,12213.5619557089
2023-05-11,8512.3026805724,5884.5652462051,7087.4868446623,11934.7039713744
2023-05-12,8561.1609782988,5914.4771737069,7041.8612772027,11857.8745319567
2023-05-13,8603.7816888470,5894.5103232223,7036.6761355289,11849.1432097994
2023-05-14,8645.2183406281,5922.8988598585,7074.0837921858,11912.1344108059
2023-05-15,8761.4176336641,6002.5077989416,7138.3448586867,12020.3443902219
2023-05-16,9032.6940122996,6188.3611216015,7104.6269835351,11963.5664564779
2023-05-17,9448.4344709489,6473.1877843313,7202.3299799895,12128.0897022146
2023-05-18,9410.8709032267,6408.7599960412,7048.7651632528,11869.5000683515
2023-05-19,9353.6256198131,6387.2529998081,7064.2653992344,11895.6011013384
2023-05-20,9434.5629925465,6467.4030194220,7122.6527750912,11962.1141859804
2023-05-21,9542.4649915928,6428.9801831362,7029.4489993897,11836.1494662328
2023-05-22,9688.5226405165,6527.5695789614,7056.1210738178,11899.3938241049
2023-05-23,9927.7537820714,6673.8030027646,7153.4482591930,12101.6093711807
2023-05-24,9646.4543281852,6484.5257769053,6919.3941702609,11726.8782947258
2023-05-25,9705.2193592462,6520.8261760960,6957.4430709970,11777.7218968792
2023-05-26,9699.6856307214,6517.0338281674,7018.4479841610,11901.7285804080
2023-05-27,9645.9997747515,6480.8077401064,7057.4350985704,11941.6224402954
2023-05-28,10056.0036933654,6756.2749421876,7375.6209363121,12467.7737207847
2023-05-29,9810.7221903369,6591.4789334325,7289.2632295716,12342.3951485619
2023-05-30,9838.8456058838,6631.0972638994,7278.2254216499,12359.1033571567
2023-05-31,9673.2377492087,6483.4691209995,7151.0146853512,12163.4381632153
2023-06-01,9564.3116326787,6396.8804691834,7047.8847666686,12037.2647550349
2023-06-02,9768.0003914682,6531.0529220242,7159.4875169559,12277.7189521596
2023-06-03,9738.7652504067,6477.8113280267,7113.9250226845,12191.5802507086
2023-06-04,9728.2056822967,6473.1866426038,7126.0114223588,12195.3322247943
2023-06-05,9287.6786307319,6179.4832090904,6761.4983279396,11626.9014986200
2023-06-06,9632.0705317801,6413.8258648952,7156.1998270249,12204.3217441797
2023-06-07,9362.6830901745,6235.9168077537,6922.1089453998,11834.6912578620
2023-06-08,9428.4546707714,6279.8803244070,6963.9658898689,11914.1066484387
2023-06-09,9475.6060813965,6311.1567515815,6958.4995468981,11892.4210388127
2023-06-10,9111.1051037022,6068.3835942159,6791.1979153978,11462.4168079901
2023-06-11,9199.7172895891,6127.4030796639,6813.3628849245,11485.1469079736
2023-06-12,9215.2526943453,6132.5981301009,6808.0121761320,11447.2515865084
2023-06-13,9120.8003706901,6069.7416721562,6815.6492879941,11454.3692921666
2023-06-14,8659.5914424840,5762.8147647218,6603.9204796085,11098.5381954419
2023-06-15,8790.7816760558,5850.1196936016,6727.4098978078,11306.0743141535
2023-06-16,8935.8859667573,5946.6841971851,6838.9658846927,11493.5551272848
2023-06-17,8996.9909291567,5987.3485382053,6882.1629836467,11566.1521026956
2023-06-18,8819.9694580712,5869.5436793941,6836.2195906988,11488.9397099912
2023-06-19,8970.5522654990,5969.7540451743,6967.1252992913,11708.9396344758
2023-06-20,9284.0168215685,6178.3595185310,7346.9953007276,12347.3485513094
2023-06-21,9942.9371378591,6616.8600820639,7784.5501881462,13082.7025952614
2023-06-22,9720.2238730185,6468.6480908346,7756.2683469444,13035.1721781730
2023-06-23,9838.2316480708,6547.1803117760,7964.8277848897,13385.6768360049
2023-06-24,9560.7876770578,6858.7735068877,7923.0240208962,13315.4214971003
2023-06-25,9253.3463040849,6640.7591261049,7906.2137533489,13287.1701883472
2023-06-26,9614.3631105563,6899.8465495588,7855.6895170752,13202.2592376763
2023-06-27,9816.1762380501,7044.6798157233,7965.8503640797,13387.3953809561
2023-06-28,9590.3500940063,6882.6133613089,7806.2267906714,13119.1322587948
2023-06-29,10061.3602098106,7220.6386142527,7902.2298471137,13280.4748419004
2023-06-30,10638.9955077387,7635.1845255608,7908.6378370125,13291.2440994751
2023-07-01,10545.6508881883,7525.8290089128,7938.1991998910,13340.9248786472
2023-07-02,10756.8076659285,7678.8908273699,7946.2786136436,13354.5031284771
2023-07-03,10662.0851353504,7610.3012059617,8086.2136445763,13589.6777176446
2023-07-04,10312.1783405359,7361.7378229416,7985.0743337760,13419.7031536802
2023-07-05,10233.1663567227,7304.9111790947,7917.1532743790,13305.5551298933
2023-07-06,10031.8493744738,7158.8281240869,7758.9960899107,13039.7564186391
2023-07-07,10098.8690847663,7206.6395289975,7875.5986667364,13235.7185227534
2023-07-08,10004.6957309009,7139.4366165875,7860.0082271568,13209.5172549320
2023-07-09,9859.2205280090,7035.6242650410,7827.8462948661,13155.4659629654
2023-07-10,9980.8790382153,7122.4408205713,7892.9539638013,13264.8858072419
2023-07-11,10206.6829070597,7283.5763965805,7947.5944706216,13356.7145556097
2023-07-12,10382.0373932517,7408.7108607636,7884.7603533880,13251.1156386865
2023-07-13,10436.1157555185,7447.3016435438,8163.5637146263,13719.6721216538
2023-07-14,10042.3571376820,7531.9332579933,7867.1143739138,13637.7734926934
2023-07-15,10205.0874953415,7528.9771155057,7861.2773673191,13834.6984905581
2023-07-16,10198.5255882626,7494.0169854115,7846.3461539178,13811.4838593023
2023-07-17,10046.4454990689,7373.1021668670,7821.9521899410,13633.8668571749
2023-07-18,9878.7834171890,7240.2578052560,7749.5748653936,13250.2914577172
2023-07-19,9972.4331231008,7315.9689158462,7762.5725216970,13461.1433136524
2023-07-20,9854.0086698462,7222.8058221639,7734.2283914076,13198.6566717191
2023-07-21,9900.4761896128,6484.9521414003,7760.6285830846,13252.3854676913
2023-07-22,9837.3159689256,6443.5813022050,7732.6711642147,12973.8611365308
2023-07-23,9874.0338217515,6467.6320159030,7807.8722607385,13100.4408764719
2023-07-24,9572.6494645415,6270.2209929137,7572.4065322786,12535.1803626549
2023-07-25,9553.9175215133,6257.9513048980,7586.0089118086,12519.6199325546
2023-07-26,9680.9748677172,6326.0636033080,7617.9450461564,13057.0876320062
2023-07-27,9664.6664626097,6314.5018883540,7584.4179446932,13010.1986017142
2023-07-28,9694.4568562439,6333.9657257854,7608.1293240838,12957.9688320455
2023-07-29,9720.5929999174,6351.0420241988,7618.1890117499,13057.8991315433
2023-07-30,9561.9071037610,6247.3630824772,7599.5515976296,12803.2838978266
2023-07-31,9454.7440044992,6167.9814685932,7586.8757682793,12655.3338244607
2023-08-01,9513.4447598495,6207.3790518623,7709.8292366735,12843.2093028717
2023-08-02,9161.9269313135,5998.6232419656,7574.8747373794,12490.4946325601
2023-08-03,9096.2183049662,5988.2471559849,7576.8550112930,12357.2407553611
2023-08-04,8924.0762791460,5874.8866169418,7556.1828203073,12317.3474551366
2023-08-05,8876.9177852677,6865.4409223128,7545.3185652581,12299.6376130822
2023-08-06,9189.2391573983,7108.7236295651,7549.5464370869,12306.5294746939
2023-08-07,8396.4645563743,6495.4393910457,7581.3761609097,12305.1009012410
2023-08-08,8402.4676934657,6526.3190530859,7726.5512613466,12715.6406959350
