date,comp_20,weighted_20,comp_60,weighted_60,comp_120,weighted_120,comp_240,weighted_240,aggregate_from_components,short_weighted,long_weighted,long_minus_short,mask20,mask20_60,existing_btc_trend,btc_drawdown_252,btc_fwd_1d,btc_fwd_5d,btc_fwd_10d
2020-10-10,0.3573974562891559,0.053609618443373384,-0.04649419573565713,-0.011623548933914282,,,,,,0.0419860695094591,,,False,False,,,0.006711991796848116,0.018763470471663712,0.05461418443986754
2020-10-11,0.8295191664168909,0.12442787496253363,-0.0909202907020339,-0.022730072675508476,,,,,,0.10169780228702516,,,False,False,,,0.014005604704715013,-0.004371528944447367,0.12419188285357907
2020-10-12,0.8407705519315937,0.12611558278973906,-0.11536923142348157,-0.028842307855870393,,,,,,0.09727327493386867,,,False,False,,,-0.009341400472751782,-0.01457723418558754,0.1249339665604059
2020-10-13,0.9234156588440166,0.1385123488266025,-0.15589982292010993,-0.03897495573002748,,,,,,0.099537393096575,,,False,False,,,-0.00023378888600911196,0.007230818803981576,0.13156184985674968
2020-10-14,0.8321102438272583,0.12481653657408874,-0.19768982494501178,-0.049422456236252944,,,,,,0.07539408033783579,,,False,False,,,0.007639765315658353,0.029215555588641973,0.1483496512928395
2020-10-15,0.8949175291552645,0.13423762937328967,-0.18374828657586317,-0.04593707164396579,,,,,,0.08830055772932388,,,False,False,,,-0.01614933177576605,0.03519041956972191,0.1324375582349422
2020-10-16,0.7522700360052051,0.11284050540078076,-0.41541617356285837,-0.10385404339071459,,,,,,0.00898646201006617,,,False,False,,,0.003611524367188146,0.1291278981422912,0.15308958488672464
2020-10-17,0.7472686628683085,0.11209029943024627,-0.26826149881232125,-0.06706537470308031,,,,,,0.04502492472716596,,,False,False,,,0.012582524955546459,0.14157497227161486,0.20034594461365107
2020-10-18,0.8699248163089465,0.13048872244634196,-0.11802787288503667,-0.02950696822125917,,,,,,0.10098175422508279,,,False,False,,,0.021588018575797507,0.12343846984388618,0.15328510302404386
2020-10-19,0.8906815276815007,0.13360222915222508,-0.04711281625376692,-0.01177820406344173,,,,,,0.12182402508878336,,,False,False,,,0.013489376222719507,0.11575232715566641,0.14502270779740756
2020-10-20,0.9441557713772989,0.14162336570659484,0.17588266274816589,0.04397066568704147,,,,,,0.1855940313936363,,,False,False,,,0.07312936450828245,0.09394130473661177,0.13854839508681382
2020-10-21,0.9771094622348576,0.14656641933522863,0.43857942909534986,0.10964485727383746,,,,,,0.25621127660906606,,,False,False,,,0.014674953994066264,0.0212214105982651,0.07902692755473772
2020-10-22,0.9864770595784649,0.14797155893676972,0.5010573023582598,0.12526432558956496,,,,,,0.2732358845263347,,,False,False,,,-0.003504640467840603,0.0514823588196649,0.06114653021316241
2020-10-23,0.9860861232177914,0.14791291848266871,0.45339814594648303,0.11334953648662076,,,,,,0.26126245496928946,,,False,False,,,0.01459869829692173,0.0265672166133899,0.04846371643889569
2020-10-24,0.9869004656660676,0.14803506984991013,0.6463062591463471,0.16157656478658677,,,,,,0.3096116346364969,,,False,False,,,-0.006322582908586449,0.026233761677521006,0.06954078523581564
2020-10-25,0.9778679042989383,0.14668018564484075,0.5852501886801204,0.1463125471700301,,,,,,0.2929927328148708,,,False,False,,,0.0017929468724360298,0.0407764933612611,0.0855932574145184
2020-10-26,0.9895949973736642,0.14843924960604962,0.6302792526200727,0.15756981315501817,,,,,,0.30600906276106776,,,False,False,,,0.04474191687371998,0.05660429399204259,0.1944371021261566
2020-10-27,0.9935066410915316,0.14902599616372975,0.6980604974030428,0.1745151243507607,,,,,,0.32354112051449047,,,False,False,,,-0.027116851725961233,0.009190997178826654,0.14254369078707585
2020-10-28,0.9690587560717978,0.14535881341076967,0.6298626087569543,0.15746565218923858,,,,,,0.30282446560000825,,,False,False,,,0.014269131037809801,0.021329825725140195,0.11697973828619679
2020-10-29,0.9707009186661324,0.14560513779991985,0.6091710639251103,0.15229276598127758,,,,,,0.2978979037811974,,,False,False,,,0.007758793671083675,0.04219995986830849,0.1500776622546578
2020-10-30,0.9620132505609684,0.14430198758414525,0.6493657818296299,0.16234144545740747,,,,,,0.3066434330415527,,,False,False,,,0.017027898024350785,0.04306089188132822,0.13040538049129435
2020-10-31,0.9690210731085659,0.14535316096628487,0.6318998846490217,0.15797497116225542,,,,,,0.30332813212854026,,,False,False,,,-0.002139076209121904,0.13044884344862595,0.10921688057428747
2020-11-01,0.9554654284171404,0.14331981426257107,0.7612387399651445,0.19030968499128612,,,,,,0.3336294992538572,,,False,False,,,-0.015414744032263838,0.13213821167750606,0.13971878065617838
2020-11-02,0.9465487101224022,0.14198230651836033,0.9618998674463116,0.2404749668615779,,,,,,0.38245727337993823,,,False,False,,,0.034994985006682855,0.09365232479443675,0.20240719679217545
2020-11-03,0.9703247004126172,0.14554870506189257,0.9633773883227914,0.24084434708069785,,,,,,0.38639305214259045,,,False,False,,,0.008591274807412841,0.10350960136285225,0.1638082565516672
2020-11-04,0.9709104477180381,0.1456365671577057,0.9796077242056929,0.24490193105142322,,,,,,0.3905384982091289,,,False,False,,,0.1022347976281126,0.08373862857845826,0.13620182678038262
2020-11-05,0.9871255909684242,0.14806883864526363,0.9851561206749686,0.24628903016874215,,,,,,0.3943578688140058,,,False,False,,,-0.0006478503555480408,-0.018781887386930984,0.02353941816623717
2020-11-06,0.9859674801223193,0.1478951220183479,0.9828855037291567,0.24572137593228918,,,,,,0.3936164979506371,,,False,False,,,-0.048884718278399464,0.006695798181248769,0.07276353152005921
2020-11-07,0.9428685736985368,0.14143028605478053,0.9727549131591356,0.2431887282897839,,,,,,0.38461901434456447,,,False,False,,,0.04432357287948019,0.09944190629154503,0.19172779603598267
2020-11-08,0.9541884821887224,0.14312827232830835,0.9794984700774577,0.24487461751936443,,,,,,0.3880028898476728,,,False,False,,,-0.009479098681107079,0.05464261943380011,0.1486917693585177
2020-11-09,0.9352843908677625,0.14029265863016438,0.9738267049429533,0.24345667623573833,,,,,,0.3837493348659027,,,False,False,,,-0.002035436160697679,0.04840945668859331,0.16142639712794749
2020-11-10,0.8673751766515206,0.1301062764977281,0.9716509949501351,0.24291274873753377,,,,,,0.37301902523526187,,,False,False,,,0.025300692086988485,0.043131394548417745,0.21954722462462106
2020-11-11,0.8832525795022006,0.1324878869253301,0.9766238762143158,0.24415596905357895,,,,,,0.37664385597890904,,,False,False,,,0.03874079968171884,0.0656282994904438,0.19252192009303615
2020-11-12,0.9312944194828963,0.13969416292243444,0.9854786944999342,0.24636967362498355,,,,,,0.386063836547418,,,False,False,,,0.0017702091719422608,0.08393885044433236,0.13028408051628237
2020-11-13,0.9175036064757449,0.13762554097136173,0.9806646862337431,0.24516617155843579,,,,,,0.3827917125297975,,,False,False,,,-0.015333288400620093,0.08917632209402782,0.12544192344691085
2020-11-14,0.903633966398178,0.1355450949597267,0.9735972866279028,0.2433993216569757,,,,,,0.3789444166167024,,,False,False,,,-0.007059540958716193,0.1077984748404679,0.19225099483835217
2020-11-15,0.8895876740932525,0.13343815111398785,0.9662030272214346,0.24155075680535865,,,,,,0.37498890791934647,,,False,False,,,0.04741304756533182,0.16912138873221783,0.17309707338472147
2020-11-16,0.8919315563932704,0.13378973345899056,0.977554396467903,0.24438859911697575,,,,,,0.37817833257596634,,,False,False,,,0.05658934626175016,0.11907868875410821,0.026080603964323767
2020-11-17,0.9639318569547709,0.14458977854321564,0.9854490664516388,0.2463622666129097,,,,,,0.39095204515612536,,,False,False,,,0.006610651110061427,0.042756314208086454,-0.02943817959633921
2020-11-18,0.9597603622708323,0.14396405434062484,0.9844359798786474,0.24610899496966185,,,,,,0.3900730493102867,,,False,False,,,0.0015020150629045936,0.03329635488509308,-0.0031654826812600456
2020-11-19,0.9557107956569691,0.14335661934854538,0.9871961078780067,0.24679902696950168,,,,,,0.39015564631804706,,,False,False,,,0.04790533185192003,0.07623455160474579,0.02146682379533149
2020-11-20,0.9672738761689786,0.1450910814253468,0.9957804660507376,0.2489451165126844,,,,,,0.3940361979380312,,,False,False,,,0.0025799127021437496,0.003400574731435624,0.055757847346141975
2020-11-21,0.969700821017383,0.14545512315260745,0.9953821942240756,0.2488455485560189,,,,,,0.39430067170862637,,,False,False,,,-0.015471187673093079,-0.08310236422545136,0.003269923758808302
2020-11-22,0.9696667833968832,0.14545001750953246,0.9962043358180893,0.24905108395452233,,,,,,0.3945011014640548,,,False,False,,,-0.0025213921907981662,-0.06923429071657394,0.042882674076797356
